car_name,brand,car_model,registration,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Mitsubishi Lancer . 2002,Mitsubishi,Lancer,2002,2002,Automatic,Saloon,"CNG, Octane",1300,173000,575000
Toyota Allion G 2008,Toyota,Allion,2013,2008,Automatic,Saloon,"CNG, Octane",1500,65000,1798000
BMW X5 Xdrive 25d 2014,BMW,X5,2015,2014,Automatic,SUV / 4x4,Octane,1995,74100,7900000
Toyota Noah TOWNACE GL 2008,Toyota,Noah,2012,2008,Automatic,MPV,"CNG, Octane",1500,75500,748200
Nissan X-Trail 2017,Nissan,X-Trail,2019,2017,Automatic,SUV / 4x4,"Petrol, Octane",2000,30214,4640000
Toyota Premio F 2006,Toyota,Premio,2020,2018,Automatic,Saloon,"CNG, Octane",1500,95000,3734000
Nissan Bluebird Sylphy 2012,Nissan,Bluebird,2018,2012,Automatic,Saloon,Octane,1500,79755,1680000
Toyota duet 1999,Toyota,Duet,2002,1999,Automatic,Hatchback,"CNG, Octane",1000,89000,346840
Toyota Prado TX LTD Sunroof 2010,Toyota,Prado,2013,2010,Automatic,SUV / 4x4,Octane,2700,53193,6950000
Toyota Land Cruiser 1995,Toyota,Land Cruiser,2000,1995,Automatic,Full-size SUV,Diesel,2400,77000,1392000
Toyota Noah Town Ace GL 2011,Toyota,Noah,2016,2011,Automatic,MPV,"CNG, Octane",1500,65000,2230000
Nissan Sunny white color 2010,Nissan,Sunny,2010,2010,Automatic,Saloon,"CNG, Octane",1300,66000,950000
Toyota Aqua 2014,Toyota,Aqua,2016,2014,Automatic,Hatchback,Hybrid,1500,74521,1566000
BMW 3 Series 320i 2005,BMW,3 Series,2006,2005,Automatic,Saloon,Octane,2000,65000,1940000
Toyota RAV4 1999,Toyota,RAV4,2001,1999,Automatic,SUV / 4x4,Octane,2000,55000,986000
Toyota Allion G 2011,Toyota,Allion,2013,2011,Automatic,Saloon,"Octane, LPG",1500,86245,2111200
Toyota Noah 2016,Toyota,Noah,2018,2016,Automatic,MPV,"Petrol, Octane",1800,35874,3016000
Toyota Axio X 2014,Toyota,Axio,2019,2014,Automatic,Saloon,"CNG, Octane",1500,42000,1067200
Toyota Axio 2016,Toyota,Axio,2018,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,20800,2030000
Toyota Corolla X 2004,Toyota,Corolla,2006,2004,Automatic,Saloon,"CNG, Octane",1500,68000,1113600
Toyota Noah X 2 Doors Power 2012,Toyota,Noah,2017,2012,Automatic,MPV,"CNG, Octane",2000,65350,2230000
Toyota Corolla LX Limited 1994,Toyota,Corolla,1996,1994,Automatic,Saloon,"Petrol, CNG",1500,150000,440800
BMW 3 Series 2003,BMW,3 Series,2003,2003,Automatic,Saloon,Octane,2000,51000,1550000
Toyota Premio 2014,Toyota,Premio,2016,2014,Automatic,Saloon,Octane,1500,37521,2668000
Toyota Carina SX 1994,Toyota,Carina,1996,1994,Automatic,Saloon,"CNG, Octane",1500,91000,539400
Toyota Corolla 110 2000,Toyota,Corolla,2001,2000,Automatic,Saloon,"CNG, Octane",1500,82500,812000
Toyota Yaris E 2014,Toyota,Yaris,2016,2014,Automatic,Saloon,Octane,1300,35000,1600800
Toyota Premio G Superior 2008,Toyota,Premio,2012,2008,Automatic,Saloon,"CNG, Octane",1500,73000,2050000
Honda CR-V EX 2021,Honda,CR-V,2022,2021,Automatic,SUV / 4x4,Octane,1500,325,6948400
Toyota Noah SI Hybrid Pearl 2018,Toyota,Noah,2021,2018,Automatic,MPV,"Hybrid, Octane",1800,43686,3350000
Honda Vezel 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,55000,2116000
Toyota Esquire 2016,Toyota,Esquire,2018,2016,Automatic,MPV,"Hybrid, Octane",1800,30718,3190000
Toyota Allion G 2014,Toyota,Allion,2017,2014,Automatic,Saloon,"CNG, Octane",1500,62000,2482400
Toyota Corolla X 2004,Toyota,Corolla,2007,2004,Automatic,Saloon,"CNG, Octane",1500,90000,1170000
Toyota Hiace Diesel 2005,Toyota,Hiace,2007,2005,Manual,MPV,Diesel,2500,120000,1496400
Honda Civic SUNROOF ? +1500CC. 1997,Honda,Civic,1998,1997,Automatic,Saloon,"CNG, Octane",1500,83000,585000
Toyota Axio G 2011,Toyota,Axio,2012,2011,Automatic,Saloon,Octane,1500,50000,1571800
Nissan Sunny . 2005,Nissan,Sunny,2005,2005,Automatic,Saloon,"CNG, Octane",1300,120000,540000
Toyota Spacio Sunroof & Moonroof 2001,Toyota,Spacio,2003,2001,Automatic,Hatchback,"CNG, Octane",1500,65236,1073000
Honda HR-V 2002,Honda,HR-V,2005,2002,Automatic,MPV,Octane,1590,68000,997600
Toyota Noah -X 2003,Toyota,Noah,2006,2003,Automatic,MPV,"CNG, Octane",2000,81000,1229600
Toyota Axio 2016,Toyota,Axio,2018,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,69960,2273600
Toyota Premio F EX 2018,Toyota,Premio,2023,2018,Automatic,Saloon,"Petrol, Octane",1500,31542,3634000
Toyota Corsa 1996,Toyota,Corsa,2000,2001,Manual,Saloon,"Petrol, CNG",1331,11000,440800
Toyota Allion A15 G+ 2010,Toyota,Allion,2012,2010,Automatic,Saloon,"CNG, Octane",1500,55100,2030000
Toyota Fielder 2016,Toyota,Fielder,2020,2016,Automatic,Estate,"CNG, Octane",1500,56000,1502200
Nissan Sunny LPG 2007,Nissan,Sunny,2007,2007,Automatic,Saloon,"CNG, Octane",1300,100000,750000
Toyota Belta 2006,Toyota,Belta,2008,2006,Automatic,Saloon,Oil,1300,80000,1044000
Toyota Axio ?? ????? 2007,Toyota,Axio,2015,2007,Automatic,Saloon,"CNG, Octane",1500,74856,1350000
Mazda Axela 2011,Mazda,Axela,2013,2016,Automatic,Saloon,Octane,1500,50460,1595000
Toyota Premio G Package 2006,Toyota,Premio,2009,2006,Automatic,Saloon,"CNG, Octane",1500,68000,1484800
Honda Civic EX FC1 2018,Honda,Civic,2022,2018,Automatic,Saloon,Octane,1500,49000,4000000
Toyota Rush 2006,Toyota,Rush,2010,2006,Automatic,SUV / 4x4,"CNG, Octane",1500,79000,1200600
Toyota Axio X 2009,Toyota,Axio,2013,2009,Automatic,Saloon,"CNG, Octane",1500,100000,1264400
Toyota Corolla 1998,Toyota,Corolla,2000,1998,Automatic,Saloon,"CNG, Octane",1331,50000,626400
Toyota Premio F EX 2017,Toyota,Premio,2019,2017,Automatic,Saloon,"Petrol, Octane",1500,35210,3470000
Kia Sportage 2012,Kia,Sportage,2013,2012,Automatic,SUV / 4x4,Octane,2000,60622,2227200
Toyota Axio X Hid 2007,Toyota,Axio,2010,2007,Automatic,Saloon,"CNG, Octane",1500,72500,1270000
Toyota Allion G 2018,Toyota,Allion,2022,2018,Automatic,Saloon,"Petrol, Octane",1500,32000,3519200
Toyota Premio F 2014,Toyota,Premio,2020,2014,Automatic,Saloon,"Petrol, Octane",1500,23000,2749200
Toyota Noah sun roof 2004,Toyota,Noah,2006,2004,Automatic,MPV,"CNG, Octane",1800,81644,1200600
Mitsubishi Lancer 2006,Mitsubishi,Lancer,2006,2006,Automatic,Saloon,Octane,1500,70000,855000
Suzuki Alto ZEN 2003,Suzuki,Alto,2005,2003,Manual,Hatchback,"CNG, Octane",1000,200,261000
Toyota Allion A15 2012,Toyota,Allion,2014,2012,Automatic,Saloon,"Petrol, CNG, Octane",1500,52000,2192400
Toyota Noah X 2007,Toyota,Noah,2013,2007,Automatic,MPV,CNG,1800,110000,1485000
Suzuki Alto Ex 2011,Suzuki,Alto,2014,2011,Automatic,Hatchback,Octane,660,23500,684400
BMW X5 2013,BMW,X5,2013,2013,Automatic,Saloon,Octane,3000,30632,6950000
Honda Grace 2017,Honda,Grace,2019,2017,Automatic,Saloon,"Hybrid, Octane",1500,32463,2981200
Toyota X-Corolla 2004,Toyota,Corolla,2007,2004,Automatic,Saloon,"CNG, Octane",1500,99000,1148400
Toyota Corolla X 2005,Toyota,Corolla,2008,2005,Automatic,Saloon,"Petrol, Octane, LPG",1300,85000,986000
Toyota Noah Superster Limo 2001,Toyota,Noah,2005,2001,Automatic,MPV,"CNG, Octane",2000,95600,950000
Suzuki APV 2007,Suzuki,APV,2009,2007,Automatic,MPV,"Petrol, CNG, Octane",1600,78000,951200
Toyota Prado TX 1996,Toyota,Prado,2005,1996,Automatic,SUV / 4x4,"CNG, Octane",3300,85000,1566000
Toyota Noah Kr 42 DX 2006,Toyota,Noah,2008,2006,Automatic,MPV,"Petrol, CNG, Octane",1800,125000,1450000
Toyota Prado TX Limited 2015,Toyota,Prado,2020,2015,Automatic,SUV / 4x4,Octane,2700,38200,11200000
Toyota Prius S 2016,Toyota,Prius,2021,2016,Automatic,Hatchback,"Petrol, Hybrid, Octane",1800,26450,2610000
Toyota Axio X 2007,Toyota,Axio,2013,2007,Automatic,Saloon,"CNG, Octane",1500,75000,1264400
Toyota Hiace GL 2016,Toyota,Hiace,2018,2016,Automatic,MPV,"Petrol, Octane",2000,65214,2644800
Toyota Premio G 2013,Toyota,Premio,2016,2013,Automatic,Saloon,"Octane, LPG",1500,38400,2407000
Mitsubishi Lancer GLX 2011,Mitsubishi,Lancer,2011,2011,Automatic,Saloon,Octane,1300,55137,1100000
Toyota Noah X 2005,Toyota,Noah,2007,2005,Automatic,MPV,"CNG, Octane",2000,94000,1264400
Toyota Axio 2015,Toyota,Axio,2018,2015,Automatic,Saloon,"Hybrid, Octane",1500,43107,1763200
Toyota Hiace 2016,Toyota,Hiace,2018,2016,Automatic,MPV,Octane,2000,45557,3306000
Toyota Fielder G 2014,Toyota,Fielder,2015,2014,Automatic,Estate,Hybrid,1500,50000,1879200
Toyota Corolla 1990,Toyota,Corolla,1994,1990,Manual,Saloon,"Petrol, CNG, Octane",1300,86000,226200
Toyota Hiace 2016,Toyota,Hiace,2019,2016,Automatic,MPV,Octane,2000,39500,2842000
Toyota Axio 2015,Toyota,Axio,2018,2015,Automatic,Saloon,"Petrol, Octane",1500,28420,1972000
Ford Fiesta 2013,Ford,Fiesta,2015,2013,Automatic,Saloon,Octane,1499,27000,9860000
Ford Ikon 2003,Ford,Ikon,2005,2003,Automatic,Saloon,"Octane, LPG",1300,89653,394400
Toyota Premio 2020,Toyota,Premio,2022,2020,Automatic,Saloon,Octane,1500,61000,3800800
Toyota Allion white 2004,Toyota,Allion,2009,2004,Automatic,Saloon,"CNG, Octane",1500,86000,1290000
Honda Grace 2015,Honda,Grace,2019,2015,Automatic,Saloon,"Hybrid, Octane",1500,28700,2082200
Toyota Noah 2016,Toyota,Noah,2017,2016,Automatic,MPV,"Petrol, Octane",1800,35210,2900000
Toyota Premio F(June) 2008,Toyota,Premio,2012,2008,Automatic,Saloon,"Octane, LPG",1500,99291,2150000
Toyota Estima Lucida 1995,Toyota,Estima,2000,1995,Automatic,Estate,Diesel,2000,100000,429200
Toyota Corolla X 2006,Toyota,Corolla,2009,2006,Automatic,Saloon,"Petrol, CNG",1500,95000,1320000
Toyota Premio FL 2016,Toyota,Premio,2020,2016,Automatic,Saloon,Octane,1500,64900,3104800
Toyota Land Cruiser PRADO TX 2005,Toyota,Land Cruiser,2008,2005,Automatic,SUV / 4x4,Octane,1500,65314,4050000
Mitsubishi Outlandar 2016,Mitsubishi,Jeep,2019,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2000,18000,5428800
Toyota Corolla AE-100 LX Limited 1995,Toyota,Corolla,1999,1995,Automatic,Saloon,"CNG, Octane",1500,85000,498800
Honda Vezel Z Package 2014,Honda,Vezel,2018,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,61500,1950000
Toyota Aqua S 2015,Toyota,Aqua,2016,2015,Automatic,Hatchback,Hybrid,1500,32510,1624000
Toyota Aqua S Hybrid 2018,Toyota,Aqua,2022,2018,Automatic,Hatchback,Hybrid,1500,33693,1849000
Toyota Premio F 2016,Toyota,Premio,2020,2016,Automatic,Saloon,"CNG, Octane",1500,38000,3054000
Toyota Esquire 2016,Toyota,Esquire,2018,2016,Automatic,MPV,Octane,1800,38450,3456800
Toyota Spacio fun cargo HID G 2004,Toyota,Spacio,2007,2004,Automatic,Hatchback,"CNG, Octane",1500,62300,774880
Mitsubishi Outlandar 2010,Mitsubishi,Outlandar,2013,2010,Automatic,SUV / 4x4,Octane,2000,68211,2511400
Toyota Succeed UL 2003,Toyota,Succeed,2006,2003,Automatic,Estate,"CNG, Octane",1500,75314,710000
Toyota Allion A15 G 2012,Toyota,Allion,2016,2012,Automatic,Saloon,"CNG, Octane",1500,62343,2030000
Toyota Allion G 2018,Toyota,Allion,2023,2018,Automatic,Saloon,"Petrol, Octane",1500,21000,3723600
Toyota Premio EX 2012,Toyota,Premio,2014,2012,Automatic,Saloon,"Octane, LPG",1500,39000,2378000
Suzuki Alto ZEN 2003,Suzuki,Alto,2005,2003,Manual,Hatchback,"CNG, Octane",1000,200,261000
Toyota Premio F-EX 2016,Toyota,Premio,2018,2016,Automatic,Saloon,Octane,1500,32350,3222000
Hyundai Accent 2015,Hyundai,Accent,2017,2015,Automatic,Saloon,Octane,1400,217,2169200
Toyota Noah Smart. Push 2010,Toyota,Noah,2016,2010,Automatic,MPV,Octane,2000,73452,2170000
Toyota Noah lite ace 2010,Toyota,Noah,2012,2010,Automatic,MPV,"Petrol, CNG, Octane",1500,95000,493000
Toyota Premio F 2016,Toyota,Premio,2020,2016,Automatic,Saloon,"CNG, Octane",1500,76000,3076000
Toyota Aqua 2013,Toyota,Aqua,2016,2013,Automatic,Hatchback,Hybrid,1500,42000,1374600
Toyota Noah KR42 2006,Toyota,Noah,2007,2006,Automatic,MPV,"CNG, Octane",1800,127000,1252800
Toyota Premio F Ex 2018,Toyota,Premio,2020,2018,Automatic,Saloon,Octane,1500,46000,4060000
Toyota Aqua G 2016,Toyota,Aqua,2017,2016,Automatic,Hatchback,Hybrid,1500,40000,2227200
Hyundai H1 . 2011,Hyundai,H1,2014,2011,Automatic,MPV,Diesel,2400,55310,2030000
Toyota Starlet Soleil ep82 1995,Toyota,Starlet,1998,1995,Automatic,Hatchback,"CNG, Octane",1300,125855,400200
Toyota Corolla 110-SE vintage 1997,Toyota,Corolla,2001,1997,Automatic,Saloon,"CNG, Octane",1500,69000,638000
Toyota Aqua 2015,Toyota,Aqua,2018,2015,Automatic,Hatchback,Hybrid,1500,32420,1566000
Toyota LiteAce 2011,Toyota,LiteAce,2012,2011,Automatic,MPV,"CNG, Octane",1500,95000,510400
Toyota Premio G Superior 2013,Toyota,Premio,2015,2013,Automatic,Saloon,Octane,1500,57300,2395400
Toyota Corolla 100 WAGON 2003,Toyota,Corolla,2005,2003,Automatic,Saloon,"CNG, Octane",1500,78500,539400
Toyota Noah X NAha 2009,Toyota,Noah,2014,2009,Automatic,MPV,"Petrol, Octane, LPG",2000,82500,1950000
Toyota Noah kR42 2004,Toyota,Noah,2008,2004,Automatic,MPV,"Petrol, CNG",1800,2004,580000
Toyota Axio 2010,Toyota,Axio,2015,2010,Automatic,Saloon,"CNG, Octane",1500,58000,1502200
Toyota Fielder x 2005,Toyota,Fielder,2006,2005,Automatic,Estate,"CNG, Octane",1500,62000,1148400
Toyota Noah 2015,Toyota,Noah,2018,2015,Automatic,MPV,"Petrol, Hybrid, Octane",1800,34420,2842000
Toyota Premio F 2006,Toyota,Premio,2013,2010,Automatic,Saloon,Octane,1500,89000,2225000
Toyota Vitz 2012,Toyota,Vitz,2015,2012,Automatic,Hatchback,Octane,1000,56248,1142600
Toyota Corolla 110 XE Saloon 1999,Toyota,Corolla,2005,1999,Automatic,Saloon,"CNG, Octane",1331,57000,446600
Toyota Corolla X 2005,Toyota,Corolla,2010,2005,Automatic,Saloon,"CNG, Octane",1500,121000,1230000
Suzuki Swift RS 2014,Suzuki,Swift,2017,2014,Manual,Hatchback,"Petrol, Other fuel type",1200,67000,1740000
BMW 5 Series X5 2014,BMW,5 Series,2014,2014,Automatic,SUV / 4x4,Diesel,1996,19996,7300000
Toyota Allion G 2014,Toyota,Allion,2016,2014,Automatic,Saloon,"CNG, Octane",1500,61500,2496400
Toyota Corolla 110 1998,Toyota,Corolla,2000,1998,Automatic,Saloon,"CNG, Octane",1500,125885,661200
Toyota Yaris good condition car 2006,Toyota,Yaris,2007,2006,Automatic,Saloon,"CNG, Octane",1300,99000,775000
Toyota Hiace 2004,Toyota,Hiace,2011,2009,Automatic,MPV,"CNG, Octane",1998,283500,986000
Toyota Esquire Gi premium hybrid 2018,Toyota,Esquire,2023,2018,Automatic,MPV,"Petrol, Hybrid, Octane",2000,88159,3850000
Honda Grace2017,Honda,Grace,2018,2017,Automatic,Saloon,"Hybrid, Octane",1500,34520,2691200
Toyota Premio 2016,Toyota,Premio,2021,2016,Automatic,Saloon,"CNG, Octane",1500,78542,3198200
Toyota RAV4 black 2005,Toyota,RAV4,2011,2005,Automatic,SUV / 4x4,Octane,2000,89000,1550000
Toyota Harrier 2018,Toyota,Harrier,2022,2018,Automatic,SUV / 4x4,"Petrol, Octane",2000,44616,9686000
Toyota Noah X 2003,Toyota,Noah,2005,2003,Automatic,MPV,"CNG, Octane",2000,116000,1119400
Toyota Corolla 111 SE 1997,Toyota,Corolla,2003,1997,Automatic,Saloon,"CNG, Octane",1331,75400,578840
Toyota Premio yain colour 2008,Toyota,Premio,2020,2016,Automatic,Saloon,Octane,1500,51000,3250000
Toyota Aqua S 2015,Toyota,Aqua,2018,2015,Automatic,Hatchback,Hybrid,1500,65222,1682000
Toyota Noah 2004,Toyota,Noah,2007,2004,Automatic,MPV,"Petrol, CNG",1800,95000,922200
Toyota Sienta 2013,Toyota,Sienta,2015,2013,Automatic,Saloon,Octane,1500,30727,1856000
Toyota Axio 2007,Toyota,Axio,2011,2007,Automatic,Saloon,"CNG, Octane",1500,99000,1334000
Nissan Sunny . 2004,Nissan,Sunny,2004,2004,Automatic,Saloon,"CNG, Octane",1331,98000,500000
Toyota Starlet 1989,Toyota,Starlet,1992,1995,Manual,Hatchback,"Petrol, CNG",1300,169590,208800
Toyota Prado pal colour 2017,Toyota,Prado,2018,2017,Automatic,SUV / 4x4,Octane,2700,31000,11000000
BMW X5 GOOD CONDITIONS 2004,BMW,X5,2005,2004,Automatic,SUV / 4x4,Octane,4800,76584,3550000
Nissan Sunny 2005,Nissan,Sunny,2005,2005,Automatic,Saloon,"Octane, CNG",1300,120000,638000
Toyota Probox 2003,Toyota,Probox,2006,2003,Automatic,Estate,"CNG, Octane",1500,96000,725000
Toyota Noah X Smart 2012,Toyota,Noah,2018,2012,Automatic,MPV,"CNG, Octane",2000,56311,2350000
BMW X5 2003,BMW,X5,2003,2003,Automatic,SUV / 4x4,Octane,4400,67672,3150000
Toyota Prado 2012,Toyota,Prado,2014,2012,Automatic,SUV / 4x4,"CNG, Octane",2700,41000,7840000
Toyota Noah 2016,Toyota,Noah,2019,2016,Automatic,MPV,"Hybrid, Octane",1800,30724,2900000
Toyota Hiace 2016,Toyota,Hiace,2019,2016,Automatic,MPV,Octane,2000,8000,2992800
Toyota Premio Win.Facelifted.G. 2008,Toyota,Premio,2018,2008,Automatic,Saloon,"CNG, Octane",1500,73000,2050000
Toyota Allion G LED 2017,Toyota,Allion,2019,2017,Automatic,Saloon,Octane,1500,43000,3248000
Toyota Prado black colour 2017,Toyota,Prado,2020,2017,Automatic,SUV / 4x4,Octane,2700,42000,11700000
Toyota Noah X Smart 2010,Toyota,Noah,2015,2010,Automatic,MPV,"Octane, LPG",2000,63000,2145000
Toyota Corolla X 2005,Toyota,Corolla,2008,2005,Automatic,Saloon,"Octane, LPG",1500,89600,850000
Nissan Bluebird Sylphy Octane Drive 2005,Nissan,Bluebird,2009,2005,Automatic,Saloon,Octane,1500,74000,1125000
Hyundai Accent 2012,Hyundai,Accent,2014,2012,Automatic,Saloon,Octane,1400,37000,1484800
Mitsubishi l300 2005,Mitsubishi,l300,2005,2005,Manual,MPV,"CNG, Octane",2000,85100,551000
Hyundai Accent 2012,Hyundai,Accent,2013,2012,Automatic,Saloon,Octane,1400,52345,1426800
Toyota Vitz 2011,Toyota,Vitz,2013,2011,Automatic,Hatchback,Octane,1300,71000,1218000
Mazda RX-8 2005,Mazda,RX-8,2009,2005,Automatic,Coup,Octane,1300,25010,1798000
Toyota C-HR G LED MICA BLUE 2019,Toyota,C-HR,2022,2019,Automatic,SUV / 4x4,Octane,1800,19000,3870000
Toyota Noah X Full Fresh 2003,Toyota,Noah,2007,2003,Automatic,MPV,"CNG, Octane",2000,64723,1290000
Toyota Hiace Gl 2005,Toyota,Hiace,2007,2005,Automatic,MPV,"CNG, Octane",2000,174596,1571800
Toyota Premio 2012,Toyota,Premio,2015,2012,Automatic,Saloon,"CNG, Octane",1500,75000,2438400
Toyota Premio G Superior 2011,Toyota,Premio,2014,2011,Automatic,Saloon,"CNG, Octane",1500,62000,2262000
Toyota Premio Super Fres Condition 2011,Toyota,Premio,2015,2011,Automatic,Saloon,"Octane, LPG",1500,88000,2290000
Toyota Premio Ex 2018,Toyota,Premio,2020,2018,Automatic,Saloon,Octane,1500,19000,3768800
Toyota Axio fielder G packeg 2011,Toyota,Axio,2014,2011,Automatic,Estate,"CNG, Octane",1500,56000,1345600
Toyota Allion A15 2010,Toyota,Allion,2015,2010,Automatic,Saloon,"CNG, Octane",1500,82000,1879200
Toyota Noah 5 DOOR 2004,Toyota,Noah,2009,2004,Automatic,MPV,"CNG, Octane",1800,52146,899998
Toyota Axio 2015,Toyota,Axio,2019,2015,Automatic,Saloon,"Hybrid, Octane",1500,34560,1774800
Toyota Corolla wagon 2001,Toyota,Wagon,2003,2001,Automatic,Hatchback,"CNG, Octane",1500,89000,452400
Toyota Axio 2010,Toyota,Axio,2014,2010,Automatic,Saloon,"CNG, Octane",1500,89652,1084600
Toyota Allion G 2005,Toyota,Allion,2007,2005,Automatic,Saloon,"CNG, Octane",1500,90000,1333998.84
Toyota Hiace 2016,Toyota,Hiace,2018,2016,Automatic,MPV,Octane,2000,75000,2726000
Nissan Juke 2011,Nissan,Juke,2013,2016,Automatic,SUV / 4x4,Octane,1500,69000,1415200
Toyota Premio F 2016,Toyota,Premio,2021,2016,Automatic,Saloon,"CNG, Octane",1500,38000,3054000
Toyota Corolla X 2004,Toyota,Corolla,2009,2004,Automatic,Saloon,"CNG, Octane",1500,69000,1142600
Toyota Axio 2012,Toyota,Axio,2014,2012,Automatic,Saloon,Octane,1500,32323,1618200
Toyota Noah X-GOOD CONDITION. 2002,Toyota,Noah,2007,2002,Automatic,MPV,"CNG, Octane",2000,78000,1135000
Nissan Juke 2011,Nissan,Juke,2013,2011,Automatic,SUV / 4x4,Octane,1500,54087,1879200
Toyota Esquire GI 2016,Toyota,Esquire,2018,2016,Automatic,MPV,Hybrid,1800,35000,3642400
Toyota v6 1995,Toyota,Jeep,1999,1995,Automatic,MPV,Octane,3500,112255,1392000
Nissan Bluebird sylphy 2012,Nissan,Bluebird,2017,2012,Automatic,Saloon,Octane,1500,52000,1530000
Nissan Sunny G 2007,Nissan,Sunny,2007,2007,Automatic,Saloon,Octane,1300,57000,820000
Honda HR-V 2001,Honda,HR-V,2005,2001,Automatic,SUV / 4x4,"Petrol, Octane",1600,95000,900000
BMW 320i 2005,BMW,320i,2007,2005,Automatic,Saloon,Octane,2000,62000,2899998.84
Toyota TownAce GL 2008,Toyota,TownAce,2010,2008,Automatic,MPV,"CNG, Octane",1500,71000,748200
Toyota Fielder 2012,Toyota,Fielder,2014,2012,Automatic,Estate,Octane,1500,57369,1571800
Toyota Axio X 2016,Toyota,Axio,2019,2016,Automatic,Saloon,"Petrol, Octane",1500,34560,1972000
Toyota Hiace GL 2016,Toyota,Hiace,2018,2016,Automatic,MPV,"Petrol, Octane",2000,34560,3364000
Toyota Allion A15 2015,Toyota,Allion,2018,2015,Automatic,Saloon,"Petrol, Octane",1500,46321,2714400
Toyota Premio F EX 2016,Toyota,Premio,2020,2016,Automatic,Saloon,Octane,1500,34314,3275000
Toyota Sienta 2011,Toyota,Sienta,2014,2011,Automatic,Estate,Octane,1500,41000,1461600
Toyota Corolla x 2005,Toyota,Corolla,2010,2005,Automatic,Saloon,"CNG, Octane",1500,167870,1250000
Toyota Axio Fielder 2013,Toyota,Axio,2018,2013,Automatic,Estate,"Hybrid, Octane",1500,86215,1705200
Toyota Noah Esquire 2017,Toyota,Noah,2022,2017,Automatic,MPV,Hybrid,1800,52433,3235000
Nissan Sunny 1994,Nissan,Sunny,1998,1994,Manual,Saloon,"Petrol, CNG",1500,115000,139200
Toyota Axio X Fielder 2009,Toyota,Axio,2012,2009,Automatic,Hatchback,"CNG, Octane",1500,73000,1426800
Toyota Noah X smart push 2012,Toyota,Noah,2017,2012,Automatic,MPV,"Octane, LPG",2000,77425,2435000
Honda Civic Sunroof 2017,Honda,Civic,2017,2017,Automatic,Saloon,Octane,1500,35381,3450000
Mitsubishi Lancer EX Sunroof 2010,Mitsubishi,Lancer,2010,2010,Automatic,Saloon,Octane,1500,93000,1750000
Toyota Fielder X Limited 2006,Toyota,Fielder,2010,2006,Automatic,Estate,"CNG, Octane",1500,73000,1189000
Toyota Noah Townace Limo 1998,Toyota,Noah,2000,1998,Automatic,MPV,"Petrol, CNG, Octane",2000,80000,810840
Toyota Corolla G 2002,Toyota,Corolla,2004,2002,Automatic,Saloon,"CNG, Octane",1500,72000,1032400
Toyota Premio F 2008,Toyota,Premio,2012,2008,Automatic,Saloon,Octane,1500,82000,1990000
Honda Civic SunRoof Turbo Octane 2021,Honda,Civic,2021,2021,Automatic,Saloon,Octane,1500,3500,4400000
Toyota Premio F 2005,Toyota,Premio,2022,2020,Automatic,Saloon,Octane,1500,75000,3991000
Toyota Axio G Limited 2008,Toyota,Axio,2012,2008,Automatic,Saloon,"CNG, Octane",1500,65000,1322400
Tata Indigo Ecs 2013,Tata,Indigo Ecs,2015,2013,Manual,Saloon,Diesel,1500,87523,522000
Toyota Noah KR42 2005,Toyota,Noah,2007,2005,Automatic,MPV,Petrol,1800,49000,1798000
Toyota Corolla Ae 100 1992,Toyota,Corolla,1998,1992,Automatic,Saloon,"CNG, Octane",1490,88000,498800
Toyota Allion G 2007,Toyota,Allion,2010,2007,Automatic,Saloon,"CNG, Octane",1500,74000,1612400
BMW 5 Series X5 2014,BMW,5 Series,2014,2014,Automatic,SUV / 4x4,Diesel,1996,19996,7300000
Toyota Noah X 2003,Toyota,Noah,2008,2003,Automatic,MPV,"CNG, Octane",2000,52146,1231000
Toyota Noah X 2004,Toyota,Noah,2007,2004,Automatic,MPV,"Octane, LPG",2000,85320,1159998.84
Toyota Premio G 2012,Toyota,Premio,2014,2012,Automatic,Saloon,Octane,1500,52000,2378000
Honda CR-V Sunroof 2002,Honda,CR-V,2005,2002,Automatic,Hatchback,"CNG, Octane",2000,82000,1073000
Toyota Noah si 2013,Toyota,Noah,2015,2013,Automatic,MPV,Octane,2000,48000,2726000
Mahindra 2017,Mahindra,Mahindra,2019,2017,Manual,SUV / 4x4,Diesel,1500,55000,1798000
Nissan Bluebird Sylphy 2005,Nissan,Bluebird,2010,2005,Automatic,Saloon,Octane,1500,75000,855000
Toyota Premio 2017,Toyota,Premio,2019,2017,Automatic,Saloon,"CNG, Octane",1500,44000,3454000
Toyota Fielder WXB 2016,Toyota,Fielder,2017,2016,Automatic,Estate,Hybrid,1500,49000,2505600
Nissan Murano G Limited 2005,Nissan,Murano,2007,2005,Automatic,SUV / 4x4,"Octane, LPG",2500,42000,2262000
Toyota Starlet 1995,Toyota,Starlet,1999,1998,Automatic,Hatchback,"CNG, Octane",1500,96000,324800
Toyota Fielder 2004,Toyota,Fielder,2007,2004,Automatic,Estate,"CNG, Octane",1500,68465,1142600
